"nameorig","namedest","type","total_fraud_amount","fraud_rank"
"C740325067","C951611415","TRANSFER","7068115.67","510"
"C884592153","C2111326031","CASH_OUT","7068115.67","511"
"C1396053431","C2116038737","CASH_OUT","7060216.94","512"
"C1821246962","C1379131960","TRANSFER","7060216.94","513"
"C1419603999","C909312047","CASH_OUT","7044227.89","514"
"C16402858","C2025262313","TRANSFER","7044227.89","515"
"C295695808","C1634584019","TRANSFER","7041719.54","516"
"C321971640","C2084611108","CASH_OUT","7041719.54","517"
"C1268472825","C2126149202","CASH_OUT","6972164.97","518"
"C384245570","C898480186","TRANSFER","6972164.97","519"
"C1493356883","C1018094825","CASH_OUT","6961359.11","520"
"C1508375494","C1926498951","TRANSFER","6961359.11","521"
"C119613068","C947645496","TRANSFER","6910926.92","522"
"C1401275229","C50368712","CASH_OUT","6910926.92","523"
"C1056784519","C489344681","TRANSFER","6870369.62","524"
"C962232328","C1481177013","CASH_OUT","6870369.62","525"
"C359146196","C948690681","CASH_OUT","6856104.02","526"
"C528343888","C737162592","TRANSFER","6856104.02","527"
"C1914099833","C1517275009","TRANSFER","6721321.33","528"
"C276220199","C150133143","CASH_OUT","6721321.33","529"
"C1227628504","C1056406503","TRANSFER","6703831.4","530"
"C76062067","C1968350430","CASH_OUT","6703831.4","531"
"C1895081516","C849791185","TRANSFER","6695070.79","532"
"C1967421709","C1677888085","CASH_OUT","6695070.79","533"
"C155884105","C52395788","CASH_OUT","6669495.34","534"
"C1780532253","C2065569880","TRANSFER","6669495.34","535"
"C1612816859","C836514715","CASH_OUT","6648389.9","536"
"C67311634","C674603923","TRANSFER","6648389.9","537"
"C146567614","C860816450","TRANSFER","6647155.99","538"
"C2030660606","C1098443300","CASH_OUT","6647155.99","539"
"C2023738276","C1104022737","TRANSFER","6646879.72","540"
"C356905617","C1736990542","CASH_OUT","6646879.72","541"
"C511307813","C377087678","CASH_OUT","6580427.81","542"
"C575504528","C1530040429","TRANSFER","6580427.81","543"
"C178762168","C1955341893","CASH_OUT","6575903.12","544"
"C2128461532","C792804461","TRANSFER","6575903.12","545"
"C1050618331","C1361886731","TRANSFER","6558087.93","546"
"C89412579","C733817123","CASH_OUT","6558087.93","547"
"C1767197728","C1526183462","TRANSFER","6546019","548"
"C1776150191","C562081008","CASH_OUT","6546019","549"
"C1540810051","C123543768","CASH_OUT","6545346.16","550"
"C2078436803","C653053938","TRANSFER","6545346.16","551"
"C537091000","C1919442037","CASH_OUT","6513531.58","552"
"C875187668","C1712764754","TRANSFER","6513531.58","553"
"C1850890702","C944966910","CASH_OUT","6512846.44","554"
"C796312778","C1064867457","TRANSFER","6512846.44","555"
"C1033290326","C1721246847","CASH_OUT","6501303.14","556"
"C2083819202","C1581398768","TRANSFER","6501303.14","557"
"C1026263737","C45760834","CASH_OUT","6501296.36","558"
"C612440112","C1415278169","TRANSFER","6501296.36","559"
"C1720178910","C322380690","TRANSFER","6498297.7","560"
"C357275895","C185710964","CASH_OUT","6498297.7","561"
"C2041942844","C1100722756","TRANSFER","6484526.8","562"
"C370286354","C1781740019","CASH_OUT","6484526.8","563"
"C1530429651","C188203281","CASH_OUT","6468916.64","564"
"C192639055","C63453823","TRANSFER","6468916.64","565"
"C1681613660","C1588106551","TRANSFER","6426126.34","566"
"C596249960","C1418025588","CASH_OUT","6426126.34","567"
"C14516308","C1104416444","CASH_OUT","6417789.09","568"
"C355768552","C191674614","TRANSFER","6417789.09","569"
"C1354536718","C927202154","TRANSFER","6392800.85","570"
"C1642321508","C2125497646","CASH_OUT","6392800.85","571"
"C1366321878","C1565876576","TRANSFER","6377401.2","572"
"C413383017","C1128848871","CASH_OUT","6377401.2","573"
"C303116308","C1806524190","TRANSFER","6370726.84","574"
"C523292689","C1072409344","CASH_OUT","6370726.84","575"
"C1533359448","C794625601","CASH_OUT","6351930.74","576"
"C270791126","C1396625273","TRANSFER","6351930.74","577"
"C1187969526","C962858341","TRANSFER","6324299.91","578"
"C1554473398","C653645882","CASH_OUT","6324299.91","579"
"C1305559146","C2086292862","CASH_OUT","6322399.97","580"
"C1838430036","C432858723","TRANSFER","6322399.97","581"
"C1162922333","C1365125890","CASH_OUT","6311409.28","582"
"C1529008245","C1881841831","TRANSFER","6311409.28","583"
"C1224347529","C938248377","TRANSFER","6302888.93","584"
"C1323638722","C378717851","CASH_OUT","6302888.93","585"
"C1070365668","C874365535","TRANSFER","6295010.28","586"
"C1227906023","C1846430620","CASH_OUT","6295010.28","587"
"C1756348910","C1746536582","TRANSFER","6274752.67","588"
"C789526780","C1905238884","CASH_OUT","6274752.67","589"
"C107395739","C133285167","CASH_OUT","6273660.45","590"
"C1269763321","C7990337","TRANSFER","6273660.45","591"
"C103717157","C909346905","CASH_OUT","6262505.91","592"
"C1632129790","C1449704632","TRANSFER","6262505.91","593"
"C2029976755","C693212579","TRANSFER","6250438.78","594"
"C951549308","C1717545219","CASH_OUT","6250438.78","595"
"C435417424","C1577595866","CASH_OUT","6249265.86","596"
"C855788158","C1260877050","TRANSFER","6249265.86","597"
"C1254000350","C432911682","TRANSFER","6219566.63","598"
"C334882914","C878792867","CASH_OUT","6219566.63","599"
"C838658203","C539837230","TRANSFER","6199009","600"
"C935658927","C1938522935","CASH_OUT","6199009","601"
"C1440649048","C1477641326","CASH_OUT","6188772.44","602"
"C979937832","C1787596520","TRANSFER","6188772.44","603"
"C135832352","C2009346140","TRANSFER","6188514.81","604"
"C686187434","C1562904239","CASH_OUT","6188514.81","605"
"C1949843837","C392599315","CASH_OUT","6183238.55","606"
"C1985220781","C1058239852","TRANSFER","6183238.55","607"
"C1025625307","C1773172922","TRANSFER","6174385.48","608"
"C1092840661","C672136064","CASH_OUT","6174385.48","609"
"C1521066827","C237081413","TRANSFER","6168077.6","610"
"C1567508562","C233644049","CASH_OUT","6168077.6","611"
"C2033700175","C655923955","TRANSFER","6106149.52","612"
"C62391457","C1290160681","CASH_OUT","6106149.52","613"
"C1769504839","C326851918","TRANSFER","6063657.03","614"
"C944295490","C925862909","CASH_OUT","6063657.03","615"
"C1986822150","C432052755","TRANSFER","6038051.03","616"
"C435031066","C110885488","CASH_OUT","6038051.03","617"
"C172131034","C844027977","TRANSFER","6029387.26","618"
"C63391267","C785987087","CASH_OUT","6029387.26","619"
"C1206710867","C2020321619","TRANSFER","5999376.79","620"
"C2134635077","C1893331060","CASH_OUT","5999376.79","621"
"C1240594546","C579897687","CASH_OUT","5979556.06","622"
"C899260948","C1414206737","TRANSFER","5979556.06","623"
"C1131453044","C191560026","TRANSFER","5963850.34","624"
"C1892591356","C1336813990","CASH_OUT","5963850.34","625"
"C1569009550","C1429463996","TRANSFER","5952739.3","626"
"C902008507","C1795644557","CASH_OUT","5952739.3","627"
"C240557778","C340123117","CASH_OUT","5926745.36","628"
"C393546828","C516790131","TRANSFER","5926745.36","629"
"C1709845779","C1035435015","TRANSFER","5912204","630"
"C863943949","C2070535347","CASH_OUT","5912204","631"
"C139878018","C1395018529","TRANSFER","5903457.39","632"
"C1826922858","C461663138","CASH_OUT","5903457.39","633"
"C338408648","C1667746886","TRANSFER","5903046.38","634"
"C452885423","C1697903765","CASH_OUT","5903046.38","635"
"C1915645992","C932447324","TRANSFER","5838803.23","636"
"C388640141","C964377943","CASH_OUT","5838803.23","637"
"C13539331","C345070872","CASH_OUT","5820137.62","638"
"C1906595632","C963512696","TRANSFER","5820137.62","639"
"C1520029619","C152631073","CASH_OUT","5818863.13","640"
"C229756338","C1902984290","TRANSFER","5818863.13","641"
"C1254740800","C258745277","CASH_OUT","5807351.83","642"
"C957078136","C819604043","TRANSFER","5807351.83","643"
"C1232837961","C1664538299","CASH_OUT","5800988.12","644"
"C1770441952","C1228502814","TRANSFER","5800988.12","645"
"C1812401668","C1367015586","CASH_OUT","5777706.65","646"
"C2089796608","C77532611","TRANSFER","5777706.65","647"
"C1616758519","C96929934","TRANSFER","5721871.91","648"
"C533511520","C226077337","CASH_OUT","5721871.91","649"
"C1519833841","C1856760155","CASH_OUT","5715004.3","650"
"C958168241","C1700925232","TRANSFER","5715004.3","651"
"C2094963184","C373225070","CASH_OUT","5689516.13","652"
"C532793923","C5325998","TRANSFER","5689516.13","653"
"C992223106","C1366804249","TRANSFER","5674547.89","654"
"C1537861219","C127451235","TRANSFER","5658123.36","655"
"C1969327890","C1613929073","CASH_OUT","5658123.36","656"
"C391508712","C447486475","CASH_OUT","5656416.95","657"
"C441240054","C1113984965","TRANSFER","5656416.95","658"
"C1605555935","C348655001","TRANSFER","5652739.69","659"
"C90885996","C477262059","CASH_OUT","5652739.69","660"
"C1730928931","C1461831726","TRANSFER","5618179.9","661"
"C770353571","C1829458210","CASH_OUT","5618179.9","662"
"C1340929577","C1754723066","CASH_OUT","5614246.07","663"
"C771544520","C1545277452","TRANSFER","5614246.07","664"
"C1237857283","C578388393","TRANSFER","5591647.96","665"
"C1455120619","C2080178799","CASH_OUT","5591647.96","666"
"C1864175867","C556373412","CASH_OUT","5591414.49","667"
"C68688915","C1379652013","TRANSFER","5591414.49","668"
"C1308416939","C291757564","CASH_OUT","5566368.02","669"
"C94269091","C2096924215","TRANSFER","5566368.02","670"
"C1786386487","C1454031203","CASH_OUT","5521483.54","671"
"C505397169","C599233021","TRANSFER","5521483.54","672"
"C1173792039","C1068264990","CASH_OUT","5512595.16","673"
"C866940482","C439777309","TRANSFER","5512595.16","674"
"C1802007531","C1174309480","CASH_OUT","5494862.93","675"
"C988536152","C2025332798","TRANSFER","5494862.93","676"
"C123757418","C346649476","CASH_OUT","5489302.04","677"
"C806769154","C519182481","TRANSFER","5489302.04","678"
"C1058610480","C532968715","TRANSFER","5477272.72","679"
"C478532233","C1188145688","CASH_OUT","5477272.72","680"
"C145448061","C1034609594","CASH_OUT","5475018.52","681"
"C889342614","C542998030","TRANSFER","5475018.52","682"
"C1540627735","C1584956712","TRANSFER","5469910.99","683"
"C1741031215","C1048619563","CASH_OUT","5469910.99","684"
"C1861461304","C618348006","TRANSFER","5464727.14","685"
"C250061568","C1463443911","CASH_OUT","5464727.14","686"
"C1588880909","C1570256460","CASH_OUT","5460002.91","687"
"C666654362","C1726301214","TRANSFER","5460002.91","688"
"C529879129","C423625625","TRANSFER","5455965.86","689"
"C925348777","C1734033789","CASH_OUT","5455965.86","690"
"C2027207246","C1388180627","TRANSFER","5429153.98","691"
"C415854001","C655461013","CASH_OUT","5429153.98","692"
"C1392488521","C163718633","TRANSFER","5393290.34","693"
"C9591597","C686224839","CASH_OUT","5393290.34","694"
"C454501295","C1258227821","TRANSFER","5393228.23","695"
"C651730161","C882871292","CASH_OUT","5393228.23","696"
"C1888149669","C1774338708","CASH_OUT","5388834.64","697"
"C2045535389","C1440223571","TRANSFER","5388834.64","698"
"C1085308330","C403495240","CASH_OUT","5363795.31","699"
"C46940943","C1142866922","TRANSFER","5363795.31","700"
"C2003297208","C747248533","TRANSFER","5363594.86","701"
"C686087807","C1701906322","CASH_OUT","5363594.86","702"
"C1913306809","C343563320","CASH_OUT","5338583.38","703"
"C194251863","C280536388","TRANSFER","5338583.38","704"
"C1742651298","C866531579","CASH_OUT","5338162.8","705"
"C622353866","C955190047","TRANSFER","5338162.8","706"
"C1067759526","C222456417","CASH_OUT","5274773.52","707"
"C31838536","C36485609","TRANSFER","5274773.52","708"
"C1652591304","C1873104472","CASH_OUT","5245375.3","709"
"C823324093","C1906616566","TRANSFER","5245375.3","710"
"C1514931968","C1789156105","TRANSFER","5239429.19","711"
"C1998644906","C658898647","CASH_OUT","5239429.19","712"
"C1556710652","C1264872013","TRANSFER","5188875.35","713"
"C1564479230","C203959811","CASH_OUT","5188875.35","714"
"C599212256","C480756474","TRANSFER","5175876.53","715"
"C731901376","C1761260133","CASH_OUT","5175876.53","716"
"C371181257","C1648449094","CASH_OUT","5166728.87","717"
"C811562034","C1606899764","TRANSFER","5166728.87","718"
"C1354111086","C1655452584","CASH_OUT","5166393.44","719"
"C1707763066","C190447545","TRANSFER","5166393.44","720"
"C404738794","C1742374536","CASH_OUT","5141769.94","721"
"C41354044","C1312570862","TRANSFER","5141769.94","722"
"C2124387698","C1009747499","CASH_OUT","5131896.17","723"
"C226207762","C290920701","TRANSFER","5131896.17","724"
"C2134692608","C775400277","CASH_OUT","5101855.95","725"
"C918684226","C1674571647","TRANSFER","5101855.95","726"
"C417066150","C408849314","CASH_OUT","5096946.74","727"
"C429020184","C639339113","TRANSFER","5096946.74","728"
"C1720256828","C1859977645","TRANSFER","5087422.03","729"
"C1987097058","C1995541082","CASH_OUT","5087422.03","730"
"C253761308","C232278551","CASH_OUT","5052211.09","731"
"C39195818","C717479366","TRANSFER","5052211.09","732"
"C2134666226","C1039951237","TRANSFER","5049594.33","733"
"C315872853","C1139193095","CASH_OUT","5049594.33","734"
"C1739527181","C1704299654","TRANSFER","5044147.53","735"
"C747186981","C1566713324","CASH_OUT","5044147.53","736"
"C125995436","C256790","CASH_OUT","5039827.29","737"
"C60530886","C1454703841","TRANSFER","5039827.29","738"
"C1883768704","C1982874632","TRANSFER","5032484.73","739"
"C253446049","C57938337","CASH_OUT","5032484.73","740"
"C1520365660","C1308026520","CASH_OUT","5021186.54","741"
"C1848562108","C1803198527","TRANSFER","5021186.54","742"
"C1525254623","C1911342883","CASH_OUT","5016884.33","743"
"C60690342","C1327214337","TRANSFER","5016884.33","744"
"C1437493877","C489326905","CASH_OUT","4993938.87","745"
"C86350927","C1577873680","TRANSFER","4993938.87","746"
"C1283767836","C1198859415","CASH_OUT","4961093.21","747"
"C170364634","C128372734","TRANSFER","4961093.21","748"
"C1742941865","C1310890311","CASH_OUT","4961014.03","749"
"C740943100","C1093087411","TRANSFER","4961014.03","750"
"C728984460","C639921569","TRANSFER","4953893.08","751"
"C1457431353","C203170379","TRANSFER","4919642.57","752"
"C693406382","C1514738968","CASH_OUT","4919642.57","753"
"C1615320222","C1322611502","CASH_OUT","4900487.15","754"
"C688119342","C1773365552","TRANSFER","4900487.15","755"
"C1482401390","C1010534882","TRANSFER","4896179.38","756"
"C1971684490","C497024597","CASH_OUT","4896179.38","757"
"C1479969874","C327601402","TRANSFER","4895343.33","758"
"C2003694835","C1708120011","CASH_OUT","4895343.33","759"
"C505947737","C1438698807","CASH_OUT","4892226.25","760"
"C800259537","C1893385934","TRANSFER","4892226.25","761"
"C908544136","C891140444","TRANSFER","4892193.09","762"
"C1572906420","C288685482","CASH_OUT","4886423.05","763"
"C557894266","C1725513942","TRANSFER","4886423.05","764"
"C355787543","C2072616549","TRANSFER","4863106.47","765"
"C819607740","C346707940","CASH_OUT","4863106.47","766"
"C238987266","C1373089977","CASH_OUT","4841332.26","767"
"C794947414","C1309662059","TRANSFER","4841332.26","768"
"C58626602","C1366192319","TRANSFER","4830219.15","769"
"C610088962","C1925322228","CASH_OUT","4830219.15","770"
"C2041567241","C2093303821","TRANSFER","4815187.09","771"
"C2087122635","C73237279","CASH_OUT","4815187.09","772"
"C1927843897","C1253561836","TRANSFER","4758180.79","773"
"C1958197086","C350442116","CASH_OUT","4758180.79","774"
"C1533698204","C1200872138","TRANSFER","4738282.28","775"
"C751624512","C320991755","CASH_OUT","4738282.28","776"
"C1353278775","C547279990","TRANSFER","4737833.35","777"
"C450630495","C1565281210","CASH_OUT","4737833.35","778"
"C1497139417","C1561724492","TRANSFER","4731371.88","779"
"C1671601365","C66224368","CASH_OUT","4731371.88","780"
"C1305598780","C1860004180","TRANSFER","4720554.95","781"
"C842658651","C318179364","CASH_OUT","4720554.95","782"
"C672433047","C1424729422","CASH_OUT","4716307.48","783"
"C941946048","C34938557","TRANSFER","4716307.48","784"
"C1800396600","C68101846","TRANSFER","4713935.64","785"
"C791079404","C62464448","CASH_OUT","4713935.64","786"
"C1265105517","C1603347069","CASH_OUT","4690769.98","787"
"C43271707","C2144586539","TRANSFER","4690769.98","788"
"C171367749","C725544013","CASH_OUT","4677358.76","789"
